% Device,11E101663
% File name,11E101663_20120821_145912
% Cast time (UTC),2012-08-21 14:59:12
% Cast time (local),2012-08-21 15:59:12
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,43.049895
% Start longitude,-70.6233473
% Start altitude,-9.8900003433227539
% Start GPS horizontal error(Meter),11.3400001525879
% Start GPS vertical error(Meter),8.23999977111816
% Start GPS number of satellites,4
% End latitude,43.0499494
% End longitude,-70.6235097
% End altitude,-34.709999084472656
% End GPS horizontal error(Meter),4.69999980926514
% End GPS vertical error(Meter),7.19999980926514
% End GPS number of satellites,5
% Cast duration (Seconds),239.8
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2011-06-03
% Temperature calibration date,2011-06-03
% Pressure calibration date,2011-06-01
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.14966028602489798,18.864663660199504,42362.09765625,48287.270574340626,31.332289603852445,1514.1527382474869,1022.2557953670309
0.44999999999999996,0.44897819769500641,18.710103584745131,42216.771301900262,48291.776774276463,31.32906347222243,1513.7070100588867,1022.2928913989912
0.74999999999999989,0.74828198428361037,18.562101409611241,42106.071820167221,48328.788623219662,31.3494853912102,1513.3051966829557,1022.3462267723396
1.05,1.047576919424311,18.471772963772256,41998.4971897512,48305.480000495,31.328619179575366,1513.0234640576755,1022.3537475389542
1.35,1.3468704849038102,18.446792729359572,41967.605484639615,48297.702601508274,31.321803688051197,1512.9478622988293,1022.3559727537228
1.65,1.6461616383883457,18.434216661979633,41972.343308794043,48317.140879318256,31.335217759585927,1512.9312860220541,1022.3706148110235
1.9500000000000002,1.9454510678135073,18.407487892916148,41931.821521208069,48300.216802054449,31.321701475652279,1512.8429304229665,1022.3681401352607
2.25,2.2447374042562367,18.357458418042967,41902.6866557445,48322.351199334749,31.3354099924356,1512.7171226634875,1022.392135294265
2.55,2.5440148418879835,18.2786155563991,41856.941440249218,48357.532816296756,31.357249980856206,1512.5158833302353,1022.4293288004067
2.85,2.8432807386665488,18.186359641131844,41801.477101907461,48396.620425138375,31.381258227431218,1512.2772342348228,1022.4713804180293
3.15,3.1425370257090881,18.081338810946672,41701.458705306344,48398.517613744967,31.37771244110494,1511.9691398962993,1022.4953829346409
3.4499999999999997,3.441780458231372,17.806299779973539,41445.888006329689,48410.967800725091,31.3736357131029,1511.1559969268408,1022.5596159614988
3.75,3.7409886767184743,17.479455152571536,41298.953965267283,48610.503379734633,31.501589352954987,1510.33219137121,1022.7364686894293
4.05,4.0401689666112635,17.085982343126002,40820.137418906983,48496.120496964264,31.398350018414927,1509.0354527856434,1022.7509185519181
4.35,4.3393249892801125,16.39382271264223,40181.333047577435,48535.421971676842,31.387727739991025,1506.9152360881062,1022.9027963703493
4.6499999999999995,4.6384459108867215,15.916471020573209,39721.951142933773,48540.294595495761,31.362125846838641,1505.4109868093062,1022.9913518879309
4.9499999999999993,4.9375340254945614,15.528008693994686,39445.665871731762,48664.697752071763,31.426513509136498,1504.2725734439441,1023.1276046283148
5.2499999999999991,5.2365736393176476,15.140667146536879,39258.997731238072,48901.775334126614,31.570555579015238,1503.2183715300582,1023.3236071810127
5.55,5.5355722825203353,14.903741160718845,39093.401906228086,48984.632479412168,31.613166626914321,1502.5170174844195,1023.4083954144588
5.85,5.8345520578771559,14.627677357718177,38824.066230474971,48986.04816024287,31.593782518440324,1501.6128848154872,1023.4531577143222
6.1499999999999995,6.13351295581397,14.396759358687744,38667.405218197411,49074.34754487047,31.639543090989957,1500.9248953002186,1023.5380329403715
6.4499999999999993,6.4324546081875988,14.177005550103413,38471.274263722342,49099.304200931707,31.640169210202913,1500.2162264465999,1023.5853276600266
6.7499999999999991,6.7313763282747443,13.985382833725391,38368.930497869704,49209.380168863689,31.703638895987595,1499.6694037268871,1023.6749283993761
7.0499999999999989,7.0302750363594049,13.849257966347611,38302.415510452964,49296.199612913661,31.754617619348309,1499.2875828127083,1023.7433323495482
7.35,7.3291586848475676,13.768352367548006,38254.441887042427,49337.203609230804,31.777166752290771,1499.0528804573869,1023.778477516836
7.6499999999999995,7.6280329871218173,13.677158641887834,38186.176349863337,49365.281332361425,31.789501296171597,1498.7717012902378,1023.8077503400434
7.9499999999999993,7.9269015712604487,13.608143431867983,38117.613368063059,49364.732385188938,31.783122948694444,1498.5411691069271,1023.8180421756908
8.25,8.2257618664458683,13.502800514860258,38057.476560296833,49421.699267834359,31.814771685452076,1498.2346286981667,1023.8649320573376
8.5499999999999989,8.5246083467240261,13.417037808894076,38022.072553447681,49485.950403814124,31.853221149285787,1498.0002917283248,1023.9130907384496
8.85,8.8234457452067687,13.323092851363152,37930.412650272854,49487.671568402227,31.846061289743815,1497.6843555219762,1023.927553270554
9.1499999999999986,9.12227772775712,13.224211330139758,37845.052376936328,49504.032993737055,31.848850003211769,1497.3629210411712,1023.9505947058652
9.45,9.4211005707521132,13.055187068615108,37701.601563978991,49535.430605033434,31.855902468689685,1496.8107453116318,1023.9905779772319
9.75,9.71990918055249,12.933230051988844,37637.818079701705,49610.615848054244,31.898338232982471,1496.4564169876853,1024.0485348980137
10.049999999999999,10.01870285968992,12.867696270758497,37621.39231320042,49674.7835466449,31.938009550375082,1496.2878066995363,1024.0933069147095
10.35,10.317487704460602,12.839102983860931,37608.648179905176,49695.480619540525,31.950010023506632,1496.2106418337974,1024.1094822910361
10.649999999999999,10.616267829462176,12.823178901993019,37611.117207957541,49719.667013466831,31.965692635861892,1496.1804968164597,1024.126051468962
10.95,10.91504485641639,12.804874892665808,37595.104310372386,49722.561464772742,31.965913740241735,1496.1239842217678,1024.1311100256728
11.25,11.213819067438745,12.78521884374304,37590.600702207834,49742.4678915583,31.978172354633148,1496.0771490502423,1024.1457457933334
11.549999999999999,11.512590058500511,12.773151484568817,37585.594075886031,49751.731850121891,31.983533845104624,1496.047726517859,1024.1535744733928
11.85,11.811359433410839,12.760597128414544,37574.312239613937,49753.334291606807,31.983366277570159,1496.0100928989148,1024.1572152770686
12.149999999999999,12.110125994411581,12.730700855177041,37559.864365172354,49773.61076506316,31.99489904929758,1495.9277336201747,1024.1732559739041
12.45,12.408888295185172,12.705884720894165,37547.909596576537,49790.51661897474,32.004495979168574,1495.8601854554322,1024.1868131282254
12.75,12.707644501548137,12.652813563632275,37523.772452646168,49828.64346807971,32.026538725259819,1495.7117357542393,1024.2154309084215
13.049999999999999,13.006393459093287,12.534520027110132,37414.680117774813,49840.360407900836,32.023295002505165,1495.3117550108721,1024.2369047811137
13.35,13.305139878850223,12.467893415476077,37331.274796599027,49817.6857484859,32.000422172552028,1495.0630804456591,1024.233221418385
13.649999999999999,13.603881389013658,12.360002882652612,37256.60156917687,49861.6149551694,32.020986290822243,1494.7249880143704,1024.2709601261511
13.95,13.90260820929521,12.27216007921429,37239.536044109627,49956.235384486266,32.07963714551633,1494.4998336464205,1024.3343474944031
14.249999999999998,14.201321392967468,12.232678351390137,37233.622075018313,50001.267332448217,32.107682908008272,1494.4031840436128,1024.3648695686889
14.549999999999999,14.500027681575688,12.208566453720696,37227.345674291544,50025.235076704994,32.122227191502525,1494.3429510119486,1024.3820271444772
14.85,14.798725519196484,12.1776129243481,37245.486097911584,50091.282317804529,32.1661238237976,1494.2942281594835,1024.4232246500214
15.149999999999999,15.09741491790561,12.158909067883421,37245.264730133771,50116.197790000493,32.181881009731676,1494.2538816351932,1024.4403013281888
15.45,15.396099405357347,12.151731359761008,37258.151864101448,50143.224151937779,32.20032931620532,1494.256225233647,1024.4573037030723
15.749999999999998,15.694779797655624,12.132386428797256,37249.672058722143,50157.929022619894,32.208717323073209,1494.2048624766176,1024.4687829895051
16.05,15.993457523368852,12.119654438459993,37243.043208610921,50166.204093245928,32.213190597240093,1494.1714831942475,1024.4759860664856
16.35,16.292132437382815,12.108707274639446,37245.521690180241,50184.342740004708,32.224893437584512,1494.1528369752105,1024.4884612887395
16.650000000000002,16.590804418901897,12.099017838875568,37243.4877606659,50194.70855322609,32.231171579424789,1494.1320277385196,1024.4964933401839
16.95,16.889474107494845,12.089572260136311,37241.806545548614,50205.225183435083,32.237581304902236,1494.1122054667417,1024.5045812789315
17.25,17.1881420401206,12.081176081931242,37236.32192491561,50209.1975759366,32.239423376089675,1494.0905294641634,1024.5089297302891
17.55,17.486808005851906,12.061004214625687,37224.2830200614,50220.283838627438,32.245119011838909,1494.0330089202853,1024.5184649632167
17.85,17.78546784094231,12.012999493731066,37211.611221507454,50268.299962841462,32.274272895705863,1493.9077893092726,1024.5513806911204
18.150000000000002,18.084123653386683,11.891700843029875,37064.6988929221,50234.46743568196,32.237170779010157,1493.450691824647,1024.546453434346
18.45,18.382786036391241,11.825735144774161,36934.952288683562,50148.289156319661,32.168508778976118,1493.145808649806,1024.5066909022767
18.75,18.681459795063887,11.771784721086979,36821.627104995685,50067.772592881694,32.1051734447798,1492.888416930904,1024.4687999335356
19.05,18.980132473241621,11.678796754805891,36775.16009614458,50131.361099415109,32.140364773509987,1492.6132669087015,1024.5144933525885
19.35,19.278791609944818,11.637524210654039,36789.76073612769,50207.760388772913,32.190225267508204,1492.5346825433849,1024.5620926810718
19.650000000000002,19.577440175852754,11.598066649500991,36776.880215061276,50244.2937317875,32.211830217205922,1492.4284451723202,1024.5874103843257
19.95,19.876084166900242,11.572574070876589,36754.891892645974,50249.254839727793,32.212439494169224,1492.3454947940127,1024.5938726077354
20.25,20.174726770262403,11.558883681271007,36742.291891145978,50250.839455977337,32.211935799051332,1492.3022158471249,1024.5973218729216
20.55,20.473367960491039,11.547574113009956,36736.597218395167,50258.598703159783,32.216094683084094,1492.2727943460889,1024.6039588387573
20.85,20.772007937530127,11.537485081204544,36726.265967986212,50258.33864367252,32.21466959544405,1492.2409161469925,1024.6060361820664
21.150000000000002,21.070650281168202,11.528381901673045,36690.65750475791,50222.1226271693,32.187722242124977,1492.18186028289,1024.5881095781501
21.45,21.369295004198346,11.489076785115145,36647.223819529187,50216.704625531318,32.179380085007011,1492.0398797892822,1024.5900990797863
21.75,21.6679411196478,11.453288775935791,36590.492962133641,50188.191780227557,32.154957740078096,1491.8907334511191,1024.5789450861132
22.05,21.966603741960082,11.333964294816488,36320.934105182328,49982.068857765655,31.994721492495547,1491.2863240068762,1024.4772372093566
22.35,22.265259003304479,11.043804949777368,36194.614357871193,50209.202952218773,32.123012842967086,1490.4261892994402,1024.6298444057049
22.643735533261719,22.557645467983953,10.970500233017745,36208.726211975467,50331.140764535507,32.201030942133883,1490.2663806290111,1024.7047524640045
